OBJECTID,Report Number,Report Date,Offense Start Date,Offense End Date,Day of the week,Day Number,Zone,Beat,Location,Location Type,NIBRS Code,NIBRS Code Name,Crime Against,Was a firearm involved?,Press Release,Social Media,Watch,Longitude,Latitude,Neighborhood,NPU,Council District,UCR Grouping,Victim Count,GlobalID,x,y
351558,232821496,10/10/2023 11:33:40 PM,10/6/2023 3:00:00 PM,10/9/2023 12:19:00 PM,Friday,6,2,201,3201 DOWNWOOD CIR NW,Residence/ Home / Apartment / Condo,220,Burglary/Breaking & Entering,PROPERTY,N,,,Day Watch,-84.42601,33.841337,,C,8,Part I,2,64d04e1c-f177-454b-b30b-013c8eb1ec9d,-84.42601,33.8413370000001
351560,232831764,10/10/2023 11:47:16 PM,10/10/2023 11:10:00 PM,10/10/2023 11:29:00 PM,Tuesday,3,5,503,PEACHTREE PL NW / SPRING ST NW,Grocery/ Supermarket,23D,Theft From Building,PROPERTY,N,,,Evening Watch,-84.388997,33.780562,Midtown,E,2,Part I,1,91472ebe-9f62-4de7-96f4-e3881bacb08a,-84.388997,33.780562
351562,232830974,10/10/2023 11:50:11 PM,7/20/2023 11:40:00 PM,7/21/2023 12:00:00 AM,Thursday,5,5,504,950 MARIETTA ST NW,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Evening Watch,-84.408215,33.776821,Marietta Street Artery,E,3,Part I,1,f8e09be2-b6ff-4ce1-bfd6-fca65540b44a,-84.408215,33.776821
351559,232831735,10/10/2023 11:53:23 PM,10/10/2023 2:00:00 PM,10/10/2023 11:54:00 PM,Tuesday,3,5,507,479 STONEWALL ST SW,Highway/ Road/ Alley/ Street/ Sidewalk,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Day Watch,-84.403198,33.749836,Castleberry Hill,M,3,Part II,1,74e9ca9b-43ee-4e6d-8f7c-49c245bdac33,-84.403198,33.7498360000001
351564,232831376,10/11/2023 12:43:52 AM,8/2/2023 12:00:00 PM,8/31/2023 4:00:00 PM,Wednesday,4,2,207,20 STANDISH AVE NW,Residence/ Home / Apartment / Condo,26A,False Pretenses/Swindle/Confidence Game,PROPERTY,N,,,Day Watch,-84.394335,33.798573,Brookwood,E,8,Part II,1,3bb4b9bc-8a17-426f-9cfb-0309da6e0e56,-84.394335,33.798573
351563,232831432,10/11/2023 12:50:46 AM,10/5/2023 1:00:00 PM,10/7/2023 11:30:00 PM,Thursday,5,1,102,794 LIBERTY COMMONS DR NW,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Day Watch,-84.414638,33.755891,Vine City,L,3,Part II,1,747faa8c-6549-4b49-aa7e-dbdecce69a4f,-84.414638,33.7558910000001
351565,232831602,10/11/2023 12:55:44 AM,10/10/2023 10:08:00 PM,10/10/2023 11:00:00 PM,Tuesday,3,4,406,3102 MARTIN LUTHER KING JR DR SW,Service/ Gas Station,35B,Drug Equipment Violations,SOCIETY,N,,,Evening Watch,-84.488306,33.751025,,I,10,Part II,,43661010-6570-4cc0-8305-a86b1a08cd5f,-84.488306,33.751025
351568,232831640,10/11/2023 1:01:00 AM,9/9/2023 10:25:00 PM,10/15/2023 4:00:00 AM,Saturday,7,4,403,1130 GRAYMONT DR SW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.436249,33.724421,Oakland City,S,4,Part I,1,5439ed19-79fa-4ce3-9830-f284151eaf74,-84.436249,33.7244210000001
351566,232831897,10/11/2023 1:22:30 AM,10/11/2023 12:55:00 AM,10/11/2023 1:22:00 AM,Tuesday,3,1,111,3003 MIDDLETON RD NW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.488036,33.753015,,I,10,Part II,1,00732de7-2d70-461c-84e7-6aa46ec12118,-84.488036,33.7530150000001
351570,232831680,10/11/2023 1:31:29 AM,10/10/2023 4:00:00 PM,10/10/2023 11:00:00 PM,Tuesday,3,2,207,2140 PEACHTREE RD NW,Park/ Playground,240,Motor Vehicle Theft,PROPERTY,N,,,Day Watch,-84.392617,33.812966,,C,8,Part I,1,e64c8e37-12ec-4f1a-90b3-d5f773644d4e,-84.392617,33.8129660000001
351573,232831717,10/11/2023 1:32:44 AM,10/10/2023 11:08:00 PM,10/11/2023 1:33:00 AM,Tuesday,3,4,406,3366 ARDLEY RD SW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.498545,33.728504,Green Acres Valley,I,10,Part II,1,b56e5d6e-7183-4c8e-92cf-cb253d19045e,-84.498545,33.728504
351572,232831905,10/11/2023 1:51:26 AM,10/11/2023 1:02:00 AM,10/11/2023 1:17:00 AM,Tuesday,3,4,409,3041 LANDRUM DR SW,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Evening Watch,-84.488204,33.70753,Southwest,R,11,Part I,1,09fc3d94-51f1-4dc4-b6f9-05af2c8934bf,-84.4882039999999,33.7075300000001
351569,232831781,10/11/2023 2:04:14 AM,10/10/2023 11:30:00 PM,10/11/2023 12:00:00 AM,Tuesday,3,1,102,616 JOSEPH E BOONE BLVD NW,Park/ Playground,120,Robbery,PROPERTY,Y,,,Evening Watch,-84.407643,33.763266,Vine City,L,3,Part I,1,69972249-acc1-4de7-8ba8-7aa2f6ce11b9,-84.407643,33.763266
351571,232831931,10/11/2023 2:10:28 AM,10/10/2023 11:22:00 PM,10/11/2023 12:38:00 AM,Tuesday,3,3,305,217 THIRKELD AVE SW,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Evening Watch,-84.392638,33.713616,The Villages at Carver,Y,1,Part I,1,2892fce1-6733-4479-adbe-511d512d5c4c,-84.392638,33.7136160000001
351809,232831931,10/11/2023 2:10:28 AM,10/11/2023 11:22:00 PM,10/12/2023 12:23:00 AM,Wednesday,4,3,305,217 THIRKELD AVE SW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.392638,33.713616,The Villages at Carver,Y,1,Part I,1,dad248d8-0013-4977-8e73-9d3f9c8ea368,-84.392638,33.7136160000001
351574,232831895,10/11/2023 2:15:59 AM,10/10/2023 3:00:00 AM,10/10/2023 11:00:00 PM,Monday,2,2,208,3334 PEACHTREE RD NE,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.370419,33.85025,North Buckhead,B,7,Part I,1,dc9b13a2-4169-4017-b95c-4c8f273e3ed5,-84.370419,33.8502500000001
351575,232831986,10/11/2023 2:45:14 AM,10/11/2023 2:00:00 AM,10/11/2023 2:10:00 AM,Tuesday,3,4,414,3301 N CAMP CREEK PKWY SW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.500667,33.672568,,P,11,Part I,1,afdd76d6-a60a-4a64-9f6d-4468caad2487,-84.500667,33.6725680000001
351849,232831986,10/11/2023 2:45:14 AM,10/11/2023 2:00:00 AM,10/11/2023 2:10:00 AM,Tuesday,3,4,414,3301 N CAMP CREEK PKWY SW,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.500667,33.672568,,P,11,Part II,1,18e48129-1fb2-4227-a81e-45b0bc086620,-84.500667,33.6725680000001
351576,232831837,10/11/2023 3:04:28 AM,10/11/2023 12:13:00 AM,10/11/2023 12:49:00 AM,Tuesday,3,3,313,2996 JONESBORO RD SE,Residence/ Home / Apartment / Condo,13A,Aggravated Assault,PERSON,Y,,,Evening Watch,-84.372178,33.672672,Orchard Knob,Z,12,Part I,2,22ccdd3a-79b4-4d2e-83fc-2b8cecf09c5f,-84.372178,33.672672
351577,232832012,10/11/2023 3:41:04 AM,10/11/2023 2:41:00 AM,10/11/2023 3:41:00 AM,Tuesday,3,1,111,3349 MARTIN L KING JR DR NW,Parking/ Drop Lot/ Garage,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.497337,33.754884,Adamsville,H,10,Part II,1,38278dc1-019b-462e-ac92-2ddef9daaf80,-84.497337,33.7548840000001
351580,232831831,10/11/2023 4:31:29 AM,10/11/2023 12:09:00 AM,10/11/2023 4:31:00 AM,Tuesday,3,4,407,320 FAIRBURN RD SW,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.508116,33.748764,Fairburn Mays,H,10,Part II,1,4d7de8d7-7fc2-40b0-85c9-8e9d9a19ab95,-84.508116,33.7487640000001
351581,232832062,10/11/2023 4:43:00 AM,10/11/2023 3:37:00 AM,10/11/2023 4:43:00 AM,Tuesday,3,5,503,95 8TH ST NW,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.390258,33.779679,Midtown,E,2,Part I,1,b799bf2b-658b-4940-8327-fb1a6d7eae82,-84.390258,33.779679
351582,232832074,10/11/2023 4:43:11 AM,10/10/2023 11:31:00 PM,10/11/2023 4:43:00 AM,Tuesday,3,2,207,2143 PEACHTREE RD NE,Restaurant,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.39175,33.812587,,E,7,Part I,1,d23b0560-65d5-4518-8feb-6d793cec2567,-84.3917499999999,33.8125870000001
351579,232831968,10/11/2023 4:47:03 AM,10/11/2023 1:50:00 AM,10/11/2023 1:54:00 AM,Tuesday,3,5,505,116 PONCE DE LEON AVE NE,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.383583,33.773041,Midtown,E,2,Part II,,985f0716-cab9-43d3-b535-ad0e5d8a4bff,-84.383583,33.773041
351583,232511988,10/11/2023 4:56:58 AM,9/9/2023 3:39:00 AM,9/9/2023 4:00:00 AM,Friday,6,2,211,SIDNEY MARCUS BLVD NE / PIEDMONT RD NE,Highway/ Road/ Alley/ Street/ Sidewalk,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.367147,33.825758,Lindbergh/Morosgo,B,6,Part II,1,29ce555b-a08e-4721-b6bb-0c77f052731a,-84.367147,33.8257580000001
351584,232831937,10/11/2023 5:23:22 AM,10/9/2023 10:33:00 PM,10/11/2023 5:00:00 AM,Monday,2,5,503,41 10TH ST NE,Highway/ Road/ Alley/ Street/ Sidewalk,120,Robbery,PROPERTY,Y,,,Evening Watch,-84.386662,33.781261,Midtown,E,2,Part I,1,e1f7c6e4-ffaa-49b1-8637-2e0be06e82a3,-84.3866619999999,33.781261
351585,232838095,10/11/2023 5:48:59 AM,9/16/2023 7:00:00 PM,10/11/2023 2:30:00 AM,Saturday,7,7,705,6023 N TERMINAL PKWY,Air/ Bus/ Train Terminal,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.445657,33.643216,,,,Part II,1,6f425f37-b276-4004-b799-d7ac542fd362,-84.445657,33.6432160000001
351586,232840104,10/11/2023 5:55:00 AM,10/10/2023 5:59:00 AM,10/11/2023 6:14:00 AM,Tuesday,3,4,413,3768 PORTSMOUTH WAY SW,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.510022,33.682122,,P,11,Part II,1,8937bc67-bb6e-4de3-9fdc-adeffec318ca,-84.5100219999999,33.682122
351590,232840078,10/11/2023 6:26:58 AM,10/11/2023 4:52:00 AM,10/11/2023 6:22:00 AM,Wednesday,4,4,412,3749 CAMPBELLTON RD SW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Morning Watch,-84.511121,33.690848,Ben Hill Acres,P,11,Part II,1,955559f5-3099-4a09-9641-26d553655f79,-84.5111209999999,33.6908480000001
351588,232840115,10/11/2023 6:29:32 AM,10/11/2023 5:10:00 AM,10/11/2023 5:16:00 AM,Wednesday,4,5,504,935 MARIETTA ST NW,Highway/ Road/ Alley/ Street/ Sidewalk,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.408411,33.777983,Marietta Street Artery,E,3,Part II,1,eb20e661-22c3-4d02-bee8-75f8c5763b57,-84.4084109999999,33.7779830000001
351606,232831864,10/11/2023 6:37:30 AM,10/11/2023 12:36:00 AM,10/11/2023 1:00:00 AM,Tuesday,3,5,501,630 10TH ST NW,Service/ Gas Station,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.408037,33.781415,Home Park,E,3,Part I,1,33dabc72-3d5c-40a1-b74d-1d6600ee3159,-84.408037,33.781415
351589,232840207,10/11/2023 6:45:19 AM,10/11/2023 6:56:00 AM,10/11/2023 6:56:00 AM,Wednesday,4,5,505,855 PEACHTREE ST NE,Service/ Gas Station,23C,Shoplifting,PROPERTY,N,,,Morning Watch,-84.38389,33.777985,Midtown,E,2,Part I,,a7fe611c-9b7c-4f6b-afb9-36881da95263,-84.38389,33.7779850000001
351594,232840178,10/11/2023 6:55:59 AM,10/11/2023 6:13:00 AM,10/11/2023 6:50:00 AM,Wednesday,4,1,106,1314 DONALD LEE HOLLOWELL PKWY NW,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.430978,33.771519,Bankhead,K,9,Part II,1,9027fc49-2a10-4de7-aedf-f32dbcfd7b20,-84.430978,33.7715190000001
351587,232840148,10/11/2023 7:00:17 AM,10/11/2023 5:40:00 AM,10/11/2023 6:45:00 AM,Wednesday,4,4,407,592 MORROW LN SW,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.502304,33.742384,Mays,H,10,Part II,1,4c744397-a816-4770-92d4-980cb38e420f,-84.502304,33.7423840000001
351610,232840004,10/11/2023 7:41:24 AM,10/11/2023 4:01:00 AM,10/11/2023 7:40:00 AM,Wednesday,4,3,306,SYLVAN RD SW / WOODBOURNE DR SW,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,N,,,Morning Watch,-84.418173,33.710122,Sylvan Hills,X,12,Part II,,6073044c-15ae-4238-8253-7cd115676f29,-84.418173,33.7101220000001
351591,232848007,10/11/2023 7:57:09 AM,10/11/2023 3:00:00 AM,10/11/2023 7:39:00 AM,Tuesday,3,7,706,6000 S TERMINAL PKWY,Air/ Bus/ Train Terminal,280,Stolen Property Offenses,PROPERTY,N,,,Morning Watch,-84.443025,33.64004,,,,Part II,1,785f615e-677c-4938-af4f-4c45b28851bb,-84.443025,33.6400400000001
351597,232848007,10/11/2023 7:57:09 AM,10/11/2023 3:00:00 AM,10/11/2023 7:39:00 AM,Tuesday,3,7,706,6000 S TERMINAL PKWY,Air/ Bus/ Train Terminal,23H,All Other Larceny,PROPERTY,N,,,Morning Watch,-84.443025,33.64004,,,,Part I,1,81c316de-da05-4712-afab-174f1ac3c1a6,-84.443025,33.6400400000001
351593,232832011,10/11/2023 8:01:13 AM,10/11/2023 2:34:00 AM,10/11/2023 2:34:00 AM,Tuesday,3,5,508,CONE ST NW / LUCKIE ST NW,Highway/ Road/ Alley/ Street/ Sidewalk,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.390118,33.757854,Downtown,M,2,Part II,1,8548c7bd-1a06-48b0-8b4c-c0173fe478b6,-84.390118,33.7578540000001
351592,232840161,10/11/2023 8:05:09 AM,10/11/2023 5:59:00 AM,10/11/2023 7:00:00 AM,Wednesday,4,4,404,1939 SHIRLEY ST SW,Residence/ Home / Apartment / Condo,13A,Aggravated Assault,PERSON,N,,,Morning Watch,-84.45092,33.732506,Cascade Avenue/Road,S,11,Part I,1,375cb556-0f24-40f2-b154-67733e420495,-84.4509199999999,33.7325060000001
351595,232831967,10/11/2023 8:13:02 AM,10/11/2023 1:57:00 AM,10/11/2023 2:47:00 AM,Tuesday,3,2,206,2965 PEACHTREE RD NE,Residence/ Home / Apartment / Condo,23D,Theft From Building,PROPERTY,N,,,Evening Watch,-84.381266,33.836057,Garden Hills,B,7,Part I,1,595b2ca9-0450-4a83-be81-b4156407b647,-84.381266,33.836057
351603,232840217,10/11/2023 8:18:59 AM,10/10/2023 8:00:00 AM,10/11/2023 8:30:00 AM,Tuesday,3,1,110,2040 LOIS PL NW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.454615,33.784249,Grove Park,J,9,Part I,8,92b8c076-d38c-462b-ac77-2668148b9036,-84.454615,33.784249
351598,232840255,10/11/2023 8:31:29 AM,10/11/2023 7:40:00 AM,10/11/2023 8:31:00 AM,Wednesday,4,4,407,665 TARRAGON WAY SW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.523944,33.750309,Wilson Mill Meadows,H,10,Part I,1,8951653e-dba4-4b20-87f0-79c1dfc4d4fa,-84.523944,33.7503090000001
351600,232832050,10/11/2023 9:16:51 AM,10/7/2023 4:00:00 AM,10/9/2023 9:24:00 PM,Saturday,7,1,106,CAIRO ST NW & PROCTOR ST NW,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.41959,33.76499,Bankhead,K,3,Part I,1,93e60d16-b6ee-4aed-b438-1bd8a0e9979f,-84.41959,33.7649900000001
351599,232840334,10/11/2023 9:20:37 AM,10/11/2023 12:45:00 AM,10/11/2023 8:40:00 AM,Tuesday,3,2,204,1750 COMMERCE DR NW,Parking/ Drop Lot/ Garage,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.411849,33.803246,Berkeley Park,D,9,Part I,1,f0a46544-5287-4919-8c3c-b14b4791b856,-84.411849,33.8032460000001
351605,232831846,10/11/2023 9:35:50 AM,10/11/2023 12:21:00 AM,10/11/2023 1:00:00 AM,Tuesday,3,1,104,256 ROSSER ST SW,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.424222,33.747713,Ashview Heights,T,4,Part II,1,f88a6a13-5691-42fe-b220-bec643e5f507,-84.424222,33.747713
351604,232840269,10/11/2023 9:40:40 AM,10/10/2023 10:30:00 PM,10/11/2023 7:30:00 AM,Tuesday,3,1,111,2866 HEDGEWOOD DR NW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.481693,33.757524,Westhaven,I,10,Part I,1,25a4b0fd-1247-4dec-a57c-60532c8b9b99,-84.481693,33.757524
351607,232840348,10/11/2023 10:42:05 AM,10/11/2023 9:10:00 AM,10/11/2023 10:00:00 AM,Wednesday,4,5,512,215 FORSYTH ST SW,Convenience Store,35B,Drug Equipment Violations,SOCIETY,N,,,Morning Watch,-84.396802,33.748925,Downtown,M,4,Part II,,e0648fe2-2bab-4f7e-982d-062371b57e5e,-84.396802,33.748925
351609,232840428,10/11/2023 11:56:42 AM,10/11/2023 1:00:00 AM,10/11/2023 11:15:00 AM,Tuesday,3,4,409,1815 DODSON DR SW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.477155,33.705804,Southwest,R,11,Part I,1,32dd3783-0841-4645-85ee-ac591b07b68c,-84.477155,33.7058040000001
351611,232840439,10/11/2023 12:34:20 PM,10/11/2023 1:00:00 AM,10/11/2023 9:30:00 AM,Tuesday,3,4,407,3974 BOULDER PARK DR SW,Rest Area,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.517747,33.746879,Wildwood (NPU-H),H,10,Part I,1,a8b38bc2-f67c-42bb-af66-ac55cc74e14e,-84.517747,33.746879
