NIBRS Code Name,Report Date,Location,Victim Count,Crime Against,Was a firearm involved?,Longitude,Latitude,Severity Score
Simple Assault,10/11/2023 3:32:22 PM,285 BOULEVARD NE,1.0,PERSON,N,-84.371415,33.762478,0.1332
Impersonation,10/11/2023 3:42:45 PM,223 JAMES P BRAWLEY DR SW,1.0,PROPERTY,N,-84.413033,33.750562,0.1332
Credit Card/Automated Teller Machine Fraud,10/11/2023 3:42:49 PM,7700 SPINE ROAD,1.0,PROPERTY,N,-84.44251,33.639731,0.1665
Destruction/Damage/Vandalism of Property,10/11/2023 3:43:08 PM,2980 PIEDMONT RD NE,0.0,PROPERTY,N,-84.368751,33.836239,0.1665
Destruction/Damage/Vandalism of Property,10/11/2023 3:43:15 PM,333 PETERS ST SW,0.0,PROPERTY,N,-84.403935,33.745809,0.1665
False Pretenses/Swindle/Confidence Game,10/11/2023 3:43:28 PM,224 PONCE DE LEON AVE NE,1.0,PROPERTY,N,-84.37986,33.772849,0.1998
Theft From Motor Vehicle,10/11/2023 3:57:55 PM,3400 STRATFORD RD NE,1.0,PROPERTY,N,-84.367778,33.849797,0.0999
Simple Assault,10/11/2023 4:10:38 PM,650 PHIPPS BLVD NE,1.0,PERSON,N,-84.364538,33.854109,0.1332
False Pretenses/Swindle/Confidence Game,10/11/2023 4:13:44 PM,201 PRYOR ST SW,1.0,PROPERTY,N,-84.392688,33.749404,0.1998
Theft From Motor Vehicle,10/11/2023 4:14:28 PM,691 14TH ST NW,1.0,PROPERTY,N,-84.411025,33.786402,0.0999
Theft From Motor Vehicle,10/11/2023 4:17:23 PM,1226 PONCE DE LEON AVE NE,0.0,PROPERTY,N,-84.347408,33.774728,0.0999
All Other Larceny,10/11/2023 4:17:31 PM,6000 N TERMINAL PKWY,1.0,PROPERTY,N,-84.444368,33.640311,0.1665
Theft From Building,10/11/2023 4:31:35 PM,1989 HOSEA L WILLIAMS DR SE,1.0,PROPERTY,N,-84.322858,33.75092,0.1332
Impersonation,10/11/2023 4:42:31 PM,1447 LAVENDER DR NW,1.0,PROPERTY,N,-84.435256,33.761471,0.1332
False Pretenses/Swindle/Confidence Game,10/11/2023 4:58:10 PM,100 10TH ST NW,1.0,PROPERTY,N,-84.390201,33.781071,0.1998
Impersonation,10/11/2023 5:02:24 PM,3909 CAMPBELLTON RD SW,1.0,PROPERTY,N,-84.515372,33.694197,0.1332
Aggravated Assault,10/11/2023 5:07:42 PM,387 JOSEPH E LOWERY BLVD SW,1.0,PERSON,Y,-84.417774,33.74496,0.5994
Theft From Coin-Operated Machine or Device,10/11/2023 5:25:42 PM,504 WINDSOR ST SW,1.0,PROPERTY,N,-84.398138,33.741078,0.0333
All Other Larceny,10/11/2023 5:27:18 PM,6000 N TERMINAL PKWY,1.0,PROPERTY,N,-84.444368,33.640311,0.1665
Motor Vehicle Theft,10/11/2023 5:29:17 PM,914 COLLIER RD NW,1.0,PROPERTY,N,-84.416324,33.809239,0.2331
Motor Vehicle Theft,10/11/2023 5:31:51 PM,1925 MONROE DR NE,1.0,PROPERTY,N,-84.374117,33.808041,0.2331
Motor Vehicle Theft,10/11/2023 5:34:32 PM,2685 METROPOLITAN PKWY SW,1.0,PROPERTY,N,-84.409022,33.682739,0.2331
Destruction/Damage/Vandalism of Property,10/11/2023 5:41:12 PM,411 PONCE DE LEON AVE NE,1.0,PROPERTY,N,-84.3738,33.772374,0.1665
All Other Larceny,10/11/2023 6:42:00 PM,6000 N TERMINAL PKWY,1.0,PROPERTY,N,-84.444368,33.640311,0.1665
Drug/Narcotic Violations,10/11/2023 6:49:29 PM,16TH ST NW & MECASLIN ST NW,0.0,SOCIETY,N,-84.40003,33.78907,0.1665
Drug/Narcotic Violations,10/11/2023 7:38:09 PM,1082 OSBORNE ST SW,0.0,SOCIETY,N,-84.423741,33.70416,0.1665
Shoplifting,10/11/2023 7:38:37 PM,260 18TH ST NW,1.0,PROPERTY,N,-84.396817,33.792154,0.1332
Aggravated Assault,10/11/2023 7:43:11 PM,2235 GLENWOOD AVE SE,1.0,PERSON,Y,-84.313564,33.739633,0.5994
Theft From Building,10/11/2023 7:56:13 PM,116 PONCE DE LEON AVE NE,1.0,PROPERTY,N,-84.383741,33.772516,0.1332
Shoplifting,10/11/2023 8:01:28 PM,3393 PEACHTREE RD NE,0.0,PROPERTY,N,-84.362119,33.84676,0.1332
All Other Larceny,10/11/2023 8:03:29 PM,2331 BOLTON RD NW,1.0,PROPERTY,N,-84.461795,33.81909,0.1665
All Other Larceny,10/11/2023 8:06:23 PM,705 PRYOR ST SW,1.0,PROPERTY,N,-84.394855,33.735734,0.1665
Simple Assault,10/11/2023 8:07:28 PM,1175 RALPH DAVID ABERNATHY BLVD SW,1.0,PERSON,N,-84.426346,33.738921,0.1332
Simple Assault,10/11/2023 8:17:17 PM,4585 SAINT ANDREWS DR SW,1.0,PERSON,N,-84.53807,33.687072,0.1332
Simple Assault,10/11/2023 8:29:33 PM,HANK AARON DR SE / GEORGIA AVE SE,2.0,PERSON,N,-84.387868,33.736837,0.1332
Theft From Motor Vehicle,10/11/2023 8:37:43 PM,820 OAK ST SW,0.0,PROPERTY,N,-84.414415,33.740573,0.0999
Motor Vehicle Theft,10/11/2023 8:41:07 PM,3721 CAMPBELLTON RD SW,1.0,PROPERTY,N,-84.510371,33.691365,0.2331
Theft From Motor Vehicle,10/11/2023 8:43:38 PM,116 PONCE DE LEON AVE NE,1.0,PROPERTY,N,-84.383741,33.772516,0.0999
Theft From Motor Vehicle,10/11/2023 9:18:56 PM,EDGEHILL AVE NW / WATKINS ST NW,1.0,PROPERTY,N,-84.409127,33.782372,0.0999
Shoplifting,10/11/2023 9:31:27 PM,2841 GREENBRIAR PKWY SW,0.0,PROPERTY,N,-84.489634,33.690451,0.1332
Drug/Narcotic Violations,10/11/2023 9:36:38 PM,1452 KENILWORTH DR SW,0.0,SOCIETY,N,-84.433914,33.715434,0.1665
Robbery,10/11/2023 9:48:29 PM,CAMPBELLTON RD SW / GREENBRIAR PKWY SW,1.0,PROPERTY,N,-84.490583,33.692575,0.2997
Aggravated Assault,10/11/2023 9:51:02 PM,387 CLEVELAND AVE SW,1.0,PERSON,N,-84.402143,33.681605,0.2664
Drug/Narcotic Violations,10/11/2023 10:00:27 PM,1974 SYLVAN RD SW,0.0,SOCIETY,N,-84.418068,33.70016,0.1665
Simple Assault,10/11/2023 10:07:03 PM,254 PEACHTREE ST SW,1.0,PERSON,N,-84.395429,33.747285,0.1332
Drug/Narcotic Violations,10/11/2023 10:20:02 PM,121 CLEVELAND AVE SE,0.0,SOCIETY,N,-84.384701,33.68071,0.1665
Theft From Building,10/11/2023 10:26:27 PM,470 PONCE DE LEON AVE NE,1.0,PROPERTY,N,-84.371656,33.773577,0.1332
Drug/Narcotic Violations,10/11/2023 10:29:25 PM,307 RICHARDSON ST SW,0.0,SOCIETY,N,-84.397863,33.740868,0.1665
Theft From Motor Vehicle,10/11/2023 10:33:47 PM,3755 CARMIA DR SW,1.0,PROPERTY,N,-84.509084,33.65687,0.0999
Simple Assault,10/11/2023 10:57:08 PM,2110 PEACHTREE RD NW,1.0,PERSON,N,-84.392668,33.812104,0.1332
Simple Assault,10/11/2023 11:01:09 PM,1007 WELCH ST SE,1.0,PERSON,N,-84.355669,33.707759,0.1332
Aggravated Assault,10/11/2023 11:06:10 PM,6000 S TERMINAL PKWY,4.0,PERSON,N,-84.444368,33.640311,0.2664
Drug/Narcotic Violations,10/11/2023 11:14:10 PM,221 CLEVELAND AVE SE,0.0,SOCIETY,N,-84.382049,33.680533,0.1665
Simple Assault,10/11/2023 11:15:54 PM,2920 PHARR COURT SOUTH NW,1.0,PERSON,N,-84.386085,33.835362,0.1332
Theft From Motor Vehicle,10/11/2023 11:25:19 PM,DECATUR ST SE / PARK PL SE,1.0,PROPERTY,N,-84.388999,33.753876,0.0999
All Other Larceny,10/11/2023 11:35:36 PM,322 DECATUR ST SE,1.0,PROPERTY,N,-84.378872,33.750071,0.1665
All Other Larceny,10/11/2023 11:36:41 PM,215 FORSYTH ST SW,0.0,PROPERTY,N,-84.396802,33.748925,0.1665
Intimidation,10/11/2023 11:44:02 PM,650 GLEN IRIS DR NE,1.0,PERSON,N,-84.367971,33.772199,0.1998
Weapon Law Violations,10/11/2023 11:53:02 PM,1304 OAK ST SW,0.0,SOCIETY,Y,-84.430488,33.74027,0.49950000000000006
Destruction/Damage/Vandalism of Property,10/12/2023 12:26:44 AM,600 LINDBERGH DR NE,2.0,PROPERTY,N,-84.367669,33.821319,0.1665
All Other Larceny,10/12/2023 1:03:22 AM,690 DURANT PL NE,1.0,PROPERTY,N,-84.376075,33.7734,0.1665
Motor Vehicle Theft,10/12/2023 1:06:41 AM,776 FORMWALT ST SW,1.0,PROPERTY,N,-84.395785,33.733792,0.2331
Theft From Motor Vehicle,10/12/2023 1:35:08 AM,1812 PEACHTREE ST NW,1.0,PROPERTY,N,-84.393751,33.804262,0.0999
All Other Larceny,10/12/2023 2:14:03 AM,906 RALPH D ABERNATHY BLVD SW,1.0,PROPERTY,N,-84.417409,33.737905,0.1665
Motor Vehicle Theft,10/12/2023 2:27:05 AM,123 WOODWARD AVE SE,1.0,PROPERTY,N,-84.383594,33.745516,0.2331
Destruction/Damage/Vandalism of Property,10/12/2023 2:27:05 AM,123 WOODWARD AVE SE,1.0,PROPERTY,N,-84.383594,33.745516,0.1665
Theft From Motor Vehicle,10/12/2023 2:42:11 AM,PHARR RD NE / N FULTON DR NE,1.0,PROPERTY,N,-84.377825,33.837032,0.0999
Theft From Motor Vehicle,10/12/2023 3:45:30 AM,3802 ROSWELL RD NE,1.0,PROPERTY,N,-84.381115,33.858501,0.0999
Robbery,10/12/2023 3:54:19 AM,3256 W MANOR LN SW,2.0,PROPERTY,N,-84.493873,33.737238,0.2997
Simple Assault,10/12/2023 3:54:19 AM,3256 W MANOR LN SW,1.0,PERSON,N,-84.493873,33.737238,0.1332
Burglary/Breaking & Entering,10/12/2023 4:05:18 AM,215 NORTH AVE NE,1.0,PROPERTY,N,-84.380337,33.770598,0.1998
Motor Vehicle Theft,10/12/2023 4:13:22 AM,6023 S TERMINAL PKWY,1.0,PROPERTY,N,-84.44453,33.637998,0.2331
Motor Vehicle Theft,10/12/2023 4:24:37 AM,1400 W PEACHTREE ST NW,1.0,PROPERTY,N,-84.388204,33.792889,0.2331
Simple Assault,10/12/2023 4:31:41 AM,1197 JOSEPH E BOONE BLVD NW,1.0,PERSON,N,-84.426729,33.764464,0.1332
Burglary/Breaking & Entering,10/12/2023 4:58:02 AM,1965 CHILDRESS DR SW,3.0,PROPERTY,N,-84.487556,33.701812,0.1998
False Pretenses/Swindle/Confidence Game,10/12/2023 5:08:08 AM,1253 EASON ST NW,1.0,PROPERTY,N,-84.431629,33.760604,0.1998
All Other Larceny,10/12/2023 5:08:08 AM,1253 EASON ST NW,1.0,PROPERTY,N,-84.431629,33.760604,0.1665
Theft From Motor Vehicle,10/12/2023 5:25:09 AM,1460 ELLSWORTH INDUSTRIAL BLVD NW,1.0,PROPERTY,N,-84.42715,33.795726,0.0999
Simple Assault,10/12/2023 5:54:50 AM,245 MEMORIAL DR SE,1.0,PERSON,N,-84.379665,33.746735,0.1332
Destruction/Damage/Vandalism of Property,10/12/2023 6:34:32 AM,612 CEDAR AVE NW,1.0,PROPERTY,N,-84.46583,33.771984,0.1665
Burglary/Breaking & Entering,10/12/2023 6:53:06 AM,1536 RALPH D ABERNATHY BLVD SW,1.0,PROPERTY,N,-84.437871,33.74321,0.1998
All Other Larceny,10/12/2023 7:25:27 AM,5500 N TERMINAL PKWY,2.0,PROPERTY,N,-84.446295,33.640816,0.1665
Simple Assault,10/12/2023 7:50:08 AM,1980 PLAZA LN SW,1.0,PERSON,N,-84.453261,33.704818,0.1332
Simple Assault,10/12/2023 8:19:45 AM,1631 ALVARADO TERRACE SW,1.0,PERSON,N,-84.441041,33.734134,0.1332
Simple Assault,10/12/2023 8:32:12 AM,415 FAIRBURN RD SW,1.0,PERSON,N,-84.509966,33.74107,0.1332
Destruction/Damage/Vandalism of Property,10/12/2023 9:09:07 AM,3657 MARTIN L KING JR DR NW,1.0,PROPERTY,N,-84.507596,33.762082,0.1665
Theft From Building,10/12/2023 9:12:31 AM,859 PEACHTREE ST NE,1.0,PROPERTY,N,-84.383519,33.777867,0.1332
Motor Vehicle Theft,10/12/2023 9:35:45 AM,2611 SPRINGDALE RD SW,1.0,PROPERTY,N,-84.415231,33.683769,0.2331
Theft From Motor Vehicle,10/12/2023 9:35:45 AM,2611 SPRINGDALE RD SW,1.0,PROPERTY,N,-84.415231,33.683769,0.0999
Aggravated Assault,10/12/2023 9:56:39 AM,1631 ALVARADO TER SW,1.0,PERSON,N,-84.441102,33.734081,0.2664
Motor Vehicle Theft,10/12/2023 10:02:21 AM,3440 BOULDER PARK DR SW,1.0,PROPERTY,N,-84.500395,33.749989,0.2331
Burglary/Breaking & Entering,10/12/2023 10:23:32 AM,1310 WHITE ST SW,1.0,PROPERTY,N,-84.430436,33.737123,0.1998
Destruction/Damage/Vandalism of Property,10/12/2023 11:22:19 AM,95 8TH ST NW,0.0,PROPERTY,N,-84.390084,33.780073,0.1665
Theft From Motor Vehicle,10/12/2023 11:44:10 AM,400 FAIRBURN RD SW,2.0,PROPERTY,N,-84.507654,33.743964,0.0999
False Pretenses/Swindle/Confidence Game,10/12/2023 11:57:56 AM,41 IRBY AVE NW,1.0,PROPERTY,N,-84.380256,33.841553,0.1998
Burglary/Breaking & Entering,10/12/2023 12:15:11 PM,1635 MORELAND AVE SE,1.0,PROPERTY,N,-84.349942,33.709413,0.1998
Drug/Narcotic Violations,10/12/2023 12:21:59 PM,2405 PIEDMONT RD NE,0.0,SOCIETY,N,-84.367029,33.821019,0.1665
Stolen Property Offenses,10/12/2023 12:21:59 PM,2405 PIEDMONT RD NE,1.0,PROPERTY,N,-84.367029,33.821019,0.1332
Destruction/Damage/Vandalism of Property,10/12/2023 12:42:31 PM,2130 JAMES JACKSON PKWY NW,0.0,PROPERTY,N,-84.478022,33.813673,0.1665
Motor Vehicle Theft,10/12/2023 1:49:20 PM,84 THAYER AVE SE,1.0,PROPERTY,N,-84.385556,33.715608,0.2331
All Other Larceny,10/12/2023 2:08:02 PM,1291 AVON AVE SW,1.0,PROPERTY,N,-84.430157,33.722548,0.1665
Theft From Motor Vehicle,10/12/2023 2:34:48 PM,850 W PEACHTREE ST NW,1.0,PROPERTY,N,-84.387415,33.777263,0.0999
Wire Fraud,10/12/2023 2:53:38 PM,455 FULTON ST SW,1.0,PROPERTY,N,-84.402396,33.742028,0.1665
Identity Theft,10/12/2023 2:58:32 PM,857 COURTENAY DR NE,1.0,PROPERTY,N,-84.358988,33.789749,0.2331
False Pretenses/Swindle/Confidence Game,10/12/2023 3:02:16 PM,29 PEYTON PL SW,1.0,PROPERTY,N,-84.476757,33.753007,0.1998
Theft From Motor Vehicle,10/12/2023 3:04:42 PM,755 JEFFERSON ST NW,1.0,PROPERTY,N,-84.412459,33.776922,0.0999
Impersonation,10/12/2023 3:22:39 PM,2685 METROPOLITAN PKWY SW,1.0,PROPERTY,N,-84.409012,33.682743,0.1332
Impersonation,10/12/2023 3:22:43 PM,7700 SPINE ROAD,1.0,PROPERTY,N,-84.44251,33.639731,0.1332
Impersonation,10/12/2023 3:22:49 PM,226 PEACHTREE ST SW,1.0,PROPERTY,N,-84.394417,33.748137,0.1332
Drug/Narcotic Violations,10/12/2023 3:26:42 PM,3215 CUSHMAN CIR SW,0.0,SOCIETY,N,-84.493169,33.74922,0.1665
Theft From Motor Vehicle,10/12/2023 3:54:59 PM,1871 PLAZA LN SW,7.0,PROPERTY,N,-84.452545,33.7027,0.0999
Impersonation,10/12/2023 4:02:21 PM,2517 DONALD LEE HOLLOWELL PKWY NW,1.0,PROPERTY,N,-84.468179,33.776182,0.1332
Credit Card/Automated Teller Machine Fraud,10/12/2023 4:02:28 PM,1332 CAMPBELLTON RD SW,1.0,PROPERTY,N,-84.43159,33.715403,0.1665
All Other Larceny,10/12/2023 4:17:57 PM,881 PEACHTREE ST NE,1.0,PROPERTY,N,-84.383984,33.778666,0.1665
Identity Theft,10/12/2023 4:30:13 PM,3160 HOWELL MILL RD NW,1.0,PROPERTY,N,-84.428575,33.840532,0.2331
Theft From Building,10/12/2023 4:30:22 PM,1015 BOULEVARD SE,1.0,PROPERTY,N,-84.368533,33.726494,0.1332
Motor Vehicle Theft,10/12/2023 4:30:43 PM,2617 FORREST AVE NW,1.0,PROPERTY,N,-84.473684,33.813466,0.2331
Destruction/Damage/Vandalism of Property,10/12/2023 4:30:43 PM,2617 FORREST AVE NW,1.0,PROPERTY,N,-84.473684,33.813466,0.1665
Motor Vehicle Theft,10/12/2023 4:36:45 PM,2965 PEACHTREE RD NE,1.0,PROPERTY,N,-84.381266,33.836057,0.2331
Impersonation,10/12/2023 4:42:44 PM,300 MARTIN LUTHER KING JR DR SE,1.0,PROPERTY,N,-84.378426,33.748234,0.1332
Credit Card/Automated Teller Machine Fraud,10/12/2023 4:42:51 PM,1877 LISBON DR SW,1.0,PROPERTY,N,-84.41399,33.703576,0.1665
Theft From Motor Vehicle,10/12/2023 4:54:03 PM,378 LUCKIE ST NW,1.0,PROPERTY,N,-84.396251,33.764935,0.0999
False Pretenses/Swindle/Confidence Game,10/12/2023 5:02:43 PM,333 PETERS ST SW,1.0,PROPERTY,N,-84.403935,33.745809,0.1998
False Pretenses/Swindle/Confidence Game,10/12/2023 5:02:54 PM,2531 PIEDMONT RD NE,1.0,PROPERTY,N,-84.363101,33.824493,0.1998
Theft From Motor Vehicle,10/12/2023 5:09:18 PM,514 COHEN ST SW,0.0,PROPERTY,N,-84.404526,33.730994,0.0999
Credit Card/Automated Teller Machine Fraud,10/12/2023 5:12:38 PM,41 IRBY AVE NW,1.0,PROPERTY,N,-84.380256,33.841553,0.1665
Theft From Motor Vehicle,10/12/2023 5:17:15 PM,400 PHARR RD NE,1.0,PROPERTY,N,-84.374696,33.837128,0.0999
All Other Larceny,10/12/2023 5:28:04 PM,232 FORSYTH ST SW,1.0,PROPERTY,N,-84.396363,33.748519,0.1665
Motor Vehicle Theft,10/12/2023 5:32:14 PM,3395 JONESBORO RD SE,1.0,PROPERTY,N,-84.373918,33.661861,0.2331
Aggravated Assault,10/12/2023 5:33:18 PM,2522 ALSTON DR SE,1.0,PERSON,N,-84.304477,33.745388,0.2664
Theft From Motor Vehicle,10/12/2023 5:33:18 PM,2522 ALSTON DR SE,1.0,PROPERTY,N,-84.304477,33.745388,0.0999
Impersonation,10/12/2023 5:42:20 PM,180 PONCE DE LEON AVE NE,1.0,PROPERTY,N,-84.381283,33.77309,0.1332
Theft From Motor Vehicle,10/12/2023 6:06:10 PM,568 POOLE PL SW,1.0,PROPERTY,N,-84.413272,33.739097,0.0999
All Other Larceny,10/12/2023 6:07:37 PM,246 AURORA AVE NW,1.0,PROPERTY,N,-84.454575,33.761748,0.1665
Motor Vehicle Theft,10/12/2023 6:22:41 PM,6023 N TERMINAL PKWY,1.0,PROPERTY,N,-84.445657,33.643216,0.2331
Aggravated Assault,10/12/2023 6:24:50 PM,903 PEACHTREE ST NE,1.0,PERSON,N,-84.383769,33.779227,0.2664
Destruction/Damage/Vandalism of Property,10/12/2023 7:03:17 PM,951 PIEDMONT AVE NE,1.0,PROPERTY,N,-84.380397,33.780659,0.1665
Intimidation,10/12/2023 7:05:34 PM,1050 LENOX PARK BLVD NE,1.0,PERSON,N,-84.348373,33.851537,0.1998
Theft From Motor Vehicle,10/12/2023 7:13:46 PM,798 PONCE DE LEON AVE NE,1.0,PROPERTY,N,-84.361149,33.774139,0.0999
Aggravated Assault,10/12/2023 7:51:15 PM,1590 JOSEPH E BOONE BLVD NW,1.0,PERSON,Y,-84.439912,33.763239,0.5994
All Other Larceny,10/12/2023 7:53:05 PM,3757 STAMFORD RD SW,1.0,PROPERTY,N,-84.51075,33.756109,0.1665
Theft From Motor Vehicle,10/12/2023 7:54:44 PM,619 ROSALIA ST SE,1.0,PROPERTY,N,-84.367313,33.73869,0.0999
False Pretenses/Swindle/Confidence Game,10/12/2023 8:16:54 PM,303 COURTLAND ST NE,1.0,PROPERTY,N,-84.383806,33.762722,0.1998
Drug/Narcotic Violations,10/12/2023 8:22:06 PM,708 MCDANIEL ST SW,0.0,SOCIETY,Y,-84.40149,33.735593,0.49950000000000006
Weapon Law Violations,10/12/2023 8:22:06 PM,708 MCDANIEL ST SW,0.0,SOCIETY,Y,-84.40149,33.735593,0.49950000000000006
Impersonation,10/12/2023 8:22:21 PM,2685 METROPOLITAN PKWY SW,1.0,PROPERTY,N,-84.409012,33.682743,0.1332
Motor Vehicle Theft,10/12/2023 8:27:34 PM,4302 ARBOR GATES DR NE,1.0,PROPERTY,N,-84.358418,33.826452,0.2331
Wire Fraud,10/12/2023 8:29:53 PM,1847 S GORDON ST SW,1.0,PROPERTY,N,-84.447324,33.736362,0.1665
Destruction/Damage/Vandalism of Property,10/12/2023 9:34:14 PM,745 ORR ST NW,0.0,PROPERTY,N,-84.411858,33.762662,0.1665
Drug/Narcotic Violations,10/12/2023 9:51:53 PM,4039 BAKERS FERRY RD SW,0.0,SOCIETY,N,-84.520196,33.754768,0.1665
Shoplifting,10/12/2023 9:54:44 PM,2711 METROPOLITAN PKWY SW,0.0,PROPERTY,N,-84.408168,33.680569,0.1332
Shoplifting,10/12/2023 9:56:05 PM,825 MARTIN L KING JR DR NW,0.0,PROPERTY,N,-84.41378,33.754877,0.1332
Drug/Narcotic Violations,10/12/2023 9:59:17 PM,LEE ST SW / YORK AVE SW,0.0,SOCIETY,N,-84.414077,33.737062,0.1665
Simple Assault,10/12/2023 9:59:53 PM,126 CLEVELAND AVE SW,1.0,PERSON,N,-84.393228,33.680814,0.1332
Identity Theft,10/12/2023 10:22:47 PM,190 MARIETTA ST NW,1.0,PROPERTY,N,-84.394873,33.757567,0.2331
Simple Assault,10/12/2023 10:25:34 PM,2138 PENELOPE ST NW,1.0,PERSON,N,-84.45597,33.753664,0.1332
Credit Card/Automated Teller Machine Fraud,10/12/2023 10:38:20 PM,660 NORTHSIDE DR NW,1.0,PROPERTY,N,-84.408566,33.772548,0.1665
Purse-snatching,10/12/2023 10:48:55 PM,10TH ST NW & WILLIAMS ST NW,1.0,PROPERTY,N,-84.39056,33.78152,0.0999
Weapon Law Violations,10/12/2023 10:49:54 PM,BOOKER AVE SW / ROY ST SW,0.0,SOCIETY,Y,-84.397596,33.724178,0.49950000000000006
Drug/Narcotic Violations,10/12/2023 11:11:22 PM,2477 METROPOLITAN PKWY SW,0.0,SOCIETY,N,-84.408623,33.687106,0.1665
Theft From Motor Vehicle,10/12/2023 11:21:44 PM,582 COOPER ST SW,1.0,PROPERTY,N,-84.396695,33.738883,0.0999
Motor Vehicle Theft,10/12/2023 11:24:29 PM,2015 JOSEPH E BOONE BLVD NW,1.0,PROPERTY,N,-84.452982,33.763999,0.2331
Drug/Narcotic Violations,10/12/2023 11:51:43 PM,3901 CAMPBELLTON RD SW,1.0,SOCIETY,N,-84.515079,33.692648,0.1665
Destruction/Damage/Vandalism of Property,10/13/2023 12:00:00 AM,355 PEACHTREE ST NE,0.0,PROPERTY,N,-84.385925,33.764434,0.1665
Destruction/Damage/Vandalism of Property,10/13/2023 12:13:06 AM,183 MOUNT ZION RD SE,1.0,PROPERTY,N,-84.38459,33.672659,0.1665
Motor Vehicle Theft,10/13/2023 12:17:09 AM,691 14TH ST NW,1.0,PROPERTY,N,-84.411025,33.786402,0.2331
False Pretenses/Swindle/Confidence Game,10/13/2023 12:36:58 AM,3494 DALE LN SW,1.0,PROPERTY,N,-84.503524,33.693814,0.1998
Theft From Motor Vehicle,10/13/2023 1:06:12 AM,451 PARK AVE SE,1.0,PROPERTY,N,-84.370096,33.742207,0.0999
All Other Larceny,10/13/2023 1:12:14 AM,595 PIEDMONT AVE NE,1.0,PROPERTY,N,-84.381175,33.770385,0.1665
Destruction/Damage/Vandalism of Property,10/13/2023 1:23:34 AM,1827 HONEYSUCKLE LN SW,1.0,PROPERTY,N,-84.45315,33.706397,0.1665
Burglary/Breaking & Entering,10/13/2023 1:42:50 AM,1439 WESTRIDGE RD SW,1.0,PROPERTY,N,-84.447127,33.716318,0.1998
Aggravated Assault,10/13/2023 1:47:37 AM,2100 CAMPBELLTON RD SW,1.0,PERSON,Y,-84.456899,33.706432,0.5994
All Other Larceny,10/13/2023 1:50:02 AM,536 BOULEVARD PL NE,1.0,PROPERTY,N,-84.369671,33.770027,0.1665
Aggravated Assault,10/13/2023 1:58:57 AM,935 MARIETTA ST NW,1.0,PERSON,Y,-84.408855,33.778168,0.5994
Shoplifting,10/13/2023 2:10:59 AM,590 CASCADE AVE SW,0.0,PROPERTY,N,-84.434472,33.738254,0.1332
Simple Assault,10/13/2023 2:23:16 AM,523 ROSS ST SW,1.0,PERSON,N,-84.405511,33.702283,0.1332
All Other Larceny,10/13/2023 2:25:59 AM,2178 CAMPBELLTON RD SW,1.0,PROPERTY,N,-84.459471,33.705137,0.1665
Aggravated Assault,10/13/2023 2:43:36 AM,1124 WYLIE ST SE,1.0,PERSON,Y,-84.350137,33.752726,0.5994
Simple Assault,10/13/2023 3:16:49 AM,2870 PHARR COURT SOUTH NW,1.0,PERSON,N,-84.385367,33.833659,0.1332
Aggravated Assault,10/13/2023 3:23:29 AM,74 CANDLELIGHT LN SW,1.0,PERSON,N,-84.520992,33.756532,0.2664
Motor Vehicle Theft,10/13/2023 3:29:42 AM,1738 HOWELL MILL RD NW,1.0,PROPERTY,N,-84.415969,33.80126,0.2331
Stolen Property Offenses,10/13/2023 3:53:13 AM,64 PEACHTREE ST NW,0.0,PROPERTY,N,-84.389105,33.755422,0.1332
Weapon Law Violations,10/13/2023 3:53:13 AM,64 PEACHTREE ST NW,0.0,SOCIETY,N,-84.389105,33.755422,0.1665
Destruction/Damage/Vandalism of Property,10/13/2023 3:53:46 AM,319 OAK DR SE,1.0,PROPERTY,Y,-84.383145,33.668092,0.49950000000000006
Aggravated Assault,10/13/2023 3:53:46 AM,319 OAK DR SE,2.0,PERSON,Y,-84.383145,33.668092,0.5994
Pornography/Obscene Material,10/13/2023 3:57:11 AM,320 FAIRBURN RD SW,1.0,SOCIETY,N,-84.507113,33.744387,0.0333
Theft From Motor Vehicle,10/13/2023 4:11:12 AM,837 GREENWOOD AVE NE,1.0,PROPERTY,N,-84.359979,33.776412,0.0999
Theft From Motor Vehicle,10/13/2023 5:02:06 AM,841 N HIGHLAND AVE NE,2.0,PROPERTY,N,-84.352449,33.777325,0.0999
Motor Vehicle Theft,10/13/2023 5:07:58 AM,327 PETERS ST SW,1.0,PROPERTY,N,-84.403815,33.745857,0.2331
All Other Larceny,10/13/2023 5:08:46 AM,530 ENGLISH AVE NW,1.0,PROPERTY,N,-84.413708,33.769129,0.1665
Theft From Motor Vehicle,10/13/2023 5:10:57 AM,1107 RALPH D ABERNATHY BLVD SW,1.0,PROPERTY,N,-84.424028,33.738798,0.0999
Simple Assault,10/13/2023 5:27:51 AM,898 OAK ST NW,1.0,PERSON,N,-84.463293,33.779759,0.1332
Theft From Motor Vehicle,10/13/2023 5:48:43 AM,3637 HOGAN RD SW,1.0,PROPERTY,N,-84.507669,33.674602,0.0999
Motor Vehicle Theft,10/13/2023 6:16:32 AM,788 W MARIETTA ST NW,1.0,PROPERTY,N,-84.414013,33.779884,0.2331
Theft From Building,10/13/2023 6:35:04 AM,1167 JOSEPH E BOONE BLVD NW,0.0,PROPERTY,N,-84.425651,33.763781,0.1332
Motor Vehicle Theft,10/13/2023 7:55:18 AM,6000 N TERMINAL PKWY,1.0,PROPERTY,N,-84.444165,33.640807,0.2331
